PCPT,MAX_T,MIN_T,AVG_T,SMOKE,PM10,AQI,SO2,O3,City,DATE,AQI_BUCKET,,
0,82,59,70.5,0,17.1,33,,38,Davis Island,3/24/2019,GOOD,,
0,83,67,75,0,10.1,33,,40,Davis Island,3/31/2019,GOOD,,
0,85,64,74.5,0,19.9,33,,60,Davis Island,4/24/2019,GOOD,,
0.04,91,69,80,0,22.3,33,,31,Davis Island,4/30/2019,GOOD,,
0,89,70,79.5,0,19.4,33,,27,Davis Island,5/7/2019,GOOD,,
0,91,73,82,0,25.9,33,,29,Davis Island,5/8/2019,GOOD,,
0.27,92,78,85,0,24.7,33,,38,Davis Island,8/28/2019,GOOD,,
0,86,69,77.5,0,40.4,33,,50,Davis Island,11/1/2019,GOOD,,
0,80,57,68.5,0,21,33,,25,Davis Island,1/2/2020,GOOD,,
0,82,67,74.5,1,35.5,33,,38,Davis Island,1/14/2020,GOOD,,
0,80,54,67,1,12.8,33,,22,Davis Island,2/15/2020,GOOD,,
0,82,63,72.5,0,20.6,33,,36,Davis Island,3/12/2020,GOOD,,
0,86,70,78,0,17.7,33,,27,Davis Island,3/20/2020,GOOD,,
0,91,74,82.5,0,14.2,33,,30,Davis Island,4/12/2020,GOOD,,
0.06,73,62,67.5,0,25,33,,32,Davis Island,4/16/2020,GOOD,,
0,89,71,80,0,20.4,33,,32,Davis Island,4/23/2020,GOOD,,
0,96,79,87.5,0,37.3,33,,52,Davis Island,9/5/2020,GOOD,,
0,92,75,83.5,0,15.5,33,,41,Davis Island,10/16/2020,GOOD,,
0,76,59,67.5,0,34.7,33,,52,Davis Island,11/2/2020,GOOD,,
0,85,70,77.5,0,57.9,33,,25,Davis Island,11/16/2020,GOOD,,
0,81,65,73,0,20.8,33,,26,Davis Island,11/28/2020,GOOD,,
0,60,45,52.5,0,13.4,33,,28,Davis Island,12/1/2020,GOOD,,
0.04,57,45,51,0,12.8,33,,37,Davis Island,12/25/2020,GOOD,,
0,55,37,46,0,18.8,33,,33,Davis Island,12/26/2020,GOOD,,
0,70,39,54.5,0,22.6,33,,33,Davis Island,12/27/2020,GOOD,,
0,58,50,54,0,13.8,33,,37,Davis Island,1/9/2021,GOOD,,
0.03,56,52,54,0,28.7,33,,33,Davis Island,1/13/2021,GOOD,,
0,74,63,68.5,0,20.6,33,,26,Davis Island,1/26/2021,GOOD,,
0,72,50,61,1,18.2,33,,44,Davis Island,1/30/2021,GOOD,,
0,78,58,68,0,18.5,33,,51,Davis Island,2/23/2021,GOOD,,
0,83,71,77,0,,33,,32,Davis Island,4/15/2021,GOOD,,
0,89,69,79,0,,33,,39,Davis Island,4/28/2021,GOOD,,
0,94,74,84,0,,33,,27,Davis Island,5/31/2021,GOOD,,
0.01,90,81,85.5,0,,33,,,Davis Island,7/8/2021,GOOD,,
0,90,72,81,0,,33,,,Davis Island,9/29/2021,GOOD,,
0.02,89,76,82.5,0,,33,,,Davis Island,10/5/2021,GOOD,,
0.53,87,75,81,0,,33,,,Davis Island,10/24/2021,GOOD,,
0.04,67,55,61,0,,33,,,Davis Island,11/6/2021,GOOD,,
,81,63,72,0,,33,,,Davis Island,11/10/2021,GOOD,,
0,82,69,75.5,0,,33,,,Davis Island,11/11/2021,GOOD,,
0,72,53,62.5,0,,33,,,Davis Island,11/27/2021,GOOD,,
0.02,74,51,62.5,0,9.3,34,7,41,Davis Island,1/19/2011,GOOD,,
0.33,75,58,66.5,0,14.3,34,11,35,Davis Island,2/7/2011,GOOD,,
0,77,60,68.5,0,30.1,34,3,42,Davis Island,2/21/2011,GOOD,,
,,,,0,26.6,34,22,41,Davis Island,2011-2-29,GOOD,,
0,77,61,69,0,10.5,34,14,44,Davis Island,3/6/2011,GOOD,,
0,94,73,83.5,0,16.7,34,7,42,Davis Island,5/30/2011,GOOD,,
0.35,93,77,85,0,23.7,34,5,35,Davis Island,7/28/2011,GOOD,,
0,91,77,84,0,15.5,34,7,25,Davis Island,8/21/2011,GOOD,,
0.08,85,75,80,0,18.9,34,6,57,Davis Island,9/10/2011,GOOD,,
0,87,69,78,0,24.1,34,3,35,Davis Island,10/6/2011,GOOD,,
0,75,54,64.5,0,13.8,34,1,36,Davis Island,12/2/2011,GOOD,,
0,79,61,70,0,24.9,34,2,27,Davis Island,12/20/2011,GOOD,,
0,68,47,57.5,0,24.2,34,1,30,Davis Island,12/29/2011,GOOD,,
0,77,57,67,0,18.2,34,10,48,Davis Island,1/9/2012,GOOD,,
0,78,53,65.5,0,23.6,34,12,32,Davis Island,1/20/2012,GOOD,,
0,79,60,69.5,0,18.6,34,15,47,Davis Island,2/2/2012,GOOD,,
0,82,68,75,0,17.2,34,9,27,Davis Island,2/24/2012,GOOD,,
0,86,65,75.5,0,24.5,34,4,57,Davis Island,3/19/2012,GOOD,,
0,78,69,73.5,0,27.5,34,3,45,Davis Island,10/27/2012,GOOD,,
0,76,62,69,0,16,34,2,38,Davis Island,10/28/2012,GOOD,,
0,71,53,62,0,23.7,34,2,44,Davis Island,11/19/2012,GOOD,,
0,78,59,68.5,0,22.9,34,1,36,Davis Island,11/27/2012,GOOD,,
0,79,58,68.5,0,15.6,34,7,36,Davis Island,12/18/2012,GOOD,,
0.61,80,55,67.5,0,20.4,34,1,31,Davis Island,12/20/2012,GOOD,,
0,64,42,53,1,29.3,34,28,33,Davis Island,12/23/2012,GOOD,,
0,73,45,59,0,9.5,34,9,26,Davis Island,12/31/2012,GOOD,,
0,80,67,73.5,0,18.4,34,2,49,Davis Island,1/30/2013,GOOD,,
0,77,55,66,0,12.3,34,7,44,Davis Island,2/9/2013,GOOD,,
0,80,59,69.5,0,11.9,34,4,44,Davis Island,2/10/2013,GOOD,,
0,80,58,69,0,25.9,34,1,54,Davis Island,3/10/2013,GOOD,,
1.65,76,48,62,0,24.5,34,4,65,Davis Island,3/22/2013,GOOD,,
0,76,53,64.5,0,13.1,34,3,47,Davis Island,3/30/2013,GOOD,,
0.04,84,68,76,0,14.8,34,4,49,Davis Island,4/3/2013,GOOD,,
0.09,90,76,83,0,18.4,34,3,30,Davis Island,6/19/2013,GOOD,,
0,90,72,81,0,43.8,34,5,27,Davis Island,6/23/2013,GOOD,,
0.01,89,75,82,0,28.4,34,5,40,Davis Island,9/26/2013,GOOD,,
0,88,74,81,0,27.8,34,2,36,Davis Island,10/6/2013,GOOD,,
0,81,71,76,0,29.6,34,5,26,Davis Island,12/9/2013,GOOD,,
0,62,41,51.5,0,15.5,34,6,34,Davis Island,1/17/2014,GOOD,,
0,74,50,62,0,27.6,34,4,41,Davis Island,3/1/2014,GOOD,,
0,67,52,59.5,0,23.4,34,1,66,Davis Island,3/27/2014,GOOD,,
0,79,65,72,0,21.1,34,3,26,Davis Island,4/3/2014,GOOD,,
0,81,65,73,0,21,34,1,41,Davis Island,4/4/2014,GOOD,,
0,90,73,81.5,0,24.5,34,2,30,Davis Island,5/9/2014,GOOD,,
0.84,88,72,80,0,27.7,34,2,44,Davis Island,5/31/2014,GOOD,,
0,92,78,85,0,19,34,3,56,Davis Island,8/29/2014,GOOD,,
0,86,71,78.5,0,17.9,34,3,20,Davis Island,9/24/2014,GOOD,,
0,75,64,69.5,0,16.8,34,4,29,Davis Island,10/31/2014,GOOD,,
0,62,43,52.5,0,20.2,34,3,52,Davis Island,11/28/2014,GOOD,,
0,77,54,65.5,0,18.4,34,2,45,Davis Island,12/17/2014,GOOD,,
0,74,54,64,0,37.4,34,5,43,Davis Island,1/6/2015,GOOD,,
,73,51,62,0,16.8,34,4,51,Davis Island,3/7/2015,GOOD,,
0.8,82,71,76.5,0,15.2,34,2,51,Davis Island,4/23/2015,GOOD,,
,92,79,85.5,1,19.5,34,2,55,Davis Island,6/17/2015,GOOD,,
0,91,78,84.5,0,22.7,34,5,32,Davis Island,7/3/2015,GOOD,,
0.13,88,76,82,0,18,34,3,32,Davis Island,7/26/2015,GOOD,,
3.89,86,73,79.5,0,17.9,34,2,25,Davis Island,8/1/2015,GOOD,,
0,93,81,87,0,19.4,34,0,39,Davis Island,8/24/2015,GOOD,,
0,91,78,84.5,0,17.6,34,0,42,Davis Island,9/1/2015,GOOD,,
0,86,66,76,0,18.1,34,5,23,Davis Island,10/20/2015,GOOD,,
,67,54,60.5,0,11.8,34,1,46,Davis Island,1/6/2016,GOOD,,
0.54,76,63,69.5,0,16.7,34,1,55,Davis Island,1/8/2016,GOOD,,
0,72,48,60,0,14.1,34,1,29,Davis Island,3/22/2016,GOOD,,
0,94,80,87,1,21.7,34,19,56,Davis Island,7/8/2016,GOOD,,
0,89,74,81.5,0,12.2,34,6,50,Davis Island,7/23/2016,GOOD,,
,90,75,82.5,0,26.7,34,1,48,Davis Island,7/25/2016,GOOD,,
0.79,94,75,84.5,0,19.7,34,2,49,Davis Island,8/16/2016,GOOD,,
0.52,86,75,80.5,0,17,34,1,38,Davis Island,9/3/2016,GOOD,,
0,95,78,86.5,0,12.6,34,4,47,Davis Island,9/11/2016,GOOD,,
0,84,68,76,0,24.6,34,3,45,Davis Island,10/11/2016,GOOD,,
0,89,71,80,0,11.4,34,3,40,Davis Island,10/13/2016,GOOD,,
0.17,74,40,57,0,18.6,34,1,46,Davis Island,1/7/2017,GOOD,,
0,81,64,72.5,0,10.2,34,2,37,Davis Island,1/16/2017,GOOD,,
0,77,60,68.5,0,22.2,34,1,23,Davis Island,3/5/2017,GOOD,,
0,87,67,77,0,21.2,34,3,25,Davis Island,4/13/2017,GOOD,,
0,97,78,87.5,1,9.3,34,2,29,Davis Island,8/22/2017,GOOD,,
0.01,93,78,85.5,0,27.1,34,3,38,Davis Island,8/24/2017,GOOD,,
0,92,76,84,0,21,34,4,32,Davis Island,9/27/2017,GOOD,,
0,94,78,86,0,17.8,34,2,49,Davis Island,10/10/2017,GOOD,,
,88,76,82,0,17,34,2,44,Davis Island,10/14/2017,GOOD,,
0,89,70,79.5,0,16.5,34,3,50,Davis Island,10/19/2017,GOOD,,
0,79,61,70,0,11.2,34,,66,Davis Island,11/26/2017,GOOD,,
0,64,44,54,0,21.8,34,,35,Davis Island,12/11/2017,GOOD,,
0,74,54,64,0,13.3,34,,59,Davis Island,12/14/2017,GOOD,,
0,72,51,61.5,0,16.9,34,,57,Davis Island,1/24/2018,GOOD,,
0,82,67,74.5,0,16.7,34,,42,Davis Island,2/26/2018,GOOD,,
0.03,79,65,72,0,15.1,34,,28,Davis Island,3/31/2018,GOOD,,
0.47,85,73,79,1,14.2,34,,35,Davis Island,5/21/2018,GOOD,,
0.01,89,75,82,0,16,34,,48,Davis Island,6/7/2018,GOOD,,
0,85,65,75,0,15,34,,48,Davis Island,10/22/2018,GOOD,,
0,84,72,78,1,9.8,34,,28,Davis Island,11/6/2018,GOOD,,
0.47,70,55,62.5,1,18.3,34,,27,Davis Island,12/19/2018,GOOD,,
0,73,51,62,0,19.9,34,,61,Davis Island,1/6/2019,GOOD,,
0,60,44,52,0,19.1,34,,38,Davis Island,1/16/2019,GOOD,,
0,89,77,83,0,16.1,34,,55,Davis Island,5/12/2019,GOOD,,
0,92,75,83.5,0,21.3,34,,42,Davis Island,5/29/2019,GOOD,,
0,92,80,86,0,24.2,34,,51,Davis Island,6/3/2019,GOOD,,
0.23,87,75,81,0,38.3,34,,32,Davis Island,6/13/2019,GOOD,,
1.44,82,74,78,1,16.7,34,,43,Davis Island,8/17/2019,GOOD,,
0,91,78,84.5,0,23.9,34,,41,Davis Island,8/27/2019,GOOD,,
0.4,92,75,83.5,0,21.5,34,,45,Davis Island,9/18/2019,GOOD,,
0,70,52,61,0,49.4,34,,28,Davis Island,12/5/2019,GOOD,,
0.22,75,57,66,1,9.9,34,,35,Davis Island,12/14/2019,GOOD,,
,69,49,59,1,22.4,34,,34,Davis Island,12/18/2019,GOOD,,
2.17,72,60,66,0,25.3,34,,49,Davis Island,12/23/2019,GOOD,,
0,83,65,74,0,27.2,34,,45,Davis Island,1/16/2020,GOOD,,
0,64,45,54.5,0,23.8,34,,32,Davis Island,1/20/2020,GOOD,,
0,89,68,78.5,0,12.4,34,,37,Davis Island,3/19/2020,GOOD,,
0,84,70,77,0,30.4,34,,33,Davis Island,3/24/2020,GOOD,,
0,83,58,70.5,0,20.3,34,,41,Davis Island,4/3/2020,GOOD,,
0,90,77,83.5,0,21,34,,45,Davis Island,6/20/2020,GOOD,,
0,92,80,86,0,19.6,34,,36,Davis Island,6/23/2020,GOOD,,
0.02,93,77,85,0,15.2,34,,27,Davis Island,7/27/2020,GOOD,,
,91,76,83.5,0,14.9,34,,43,Davis Island,9/1/2020,GOOD,,
0.04,95,74,84.5,0,60,34,,42,Davis Island,9/6/2020,GOOD,,
0.4,75,60,67.5,0,17.6,34,,21,Davis Island,11/30/2020,GOOD,,
0,77,55,66,0,9.5,34,,28,Davis Island,12/5/2020,GOOD,,
0.33,66,53,59.5,0,15.2,34,,30,Davis Island,12/7/2020,GOOD,,
0.04,75,57,66,1,31.5,34,,47,Davis Island,1/31/2021,GOOD,,
0,75,57,66,0,22.4,34,,35,Davis Island,3/4/2021,GOOD,,
0,82,67,74.5,0,,34,,40,Davis Island,3/17/2021,GOOD,,
1.92,87,73,80,0,,34,,,Davis Island,6/16/2021,GOOD,,
0,88,73,80.5,0,,34,,,Davis Island,10/11/2021,GOOD,,
0.08,76,62,69,0,,34,,,Davis Island,10/30/2021,GOOD,,
0,80,57,68.5,0,,34,,,Davis Island,11/25/2021,GOOD,,
0,72,53,62.5,0,,34,,,Davis Island,11/28/2021,GOOD,,
0.02,71,49,60,0,28.8,35,18,49,Davis Island,1/16/2011,GOOD,,
0.02,64,48,56,1,11.7,35,7,40,Davis Island,1/26/2011,GOOD,,
3.61,75,65,70,0,16.7,35,7,49,Davis Island,3/28/2011,GOOD,,
0,86,62,74,0,26.4,35,5,42,Davis Island,4/3/2011,GOOD,,
0,91,75,83,0,19.9,35,5,53,Davis Island,5/26/2011,GOOD,,
1.05,88,72,80,0,29.8,35,7,50,Davis Island,6/1/2011,GOOD,,
2.19,87,72,79.5,1,33.1,35,5,38,Davis Island,6/26/2011,GOOD,,
0.01,91,75,83,0,16.8,35,25,50,Davis Island,7/3/2011,GOOD,,
0.73,94,76,85,0,16.9,35,16,30,Davis Island,7/23/2011,GOOD,,
0,88,77,82.5,0,17.5,35,9,24,Davis Island,8/31/2011,GOOD,,
1.57,74,70,72,0,17.1,35,5,54,Davis Island,10/9/2011,GOOD,,
0.01,79,66,72.5,0,17.1,35,16,48,Davis Island,10/29/2011,GOOD,,
0,81,64,72.5,0,11.9,35,2,47,Davis Island,11/7/2011,GOOD,,
0,80,59,69.5,0,18.5,35,4,26,Davis Island,11/10/2011,GOOD,,
0.44,74,62,68,0,14.4,35,2,40,Davis Island,11/28/2011,GOOD,,
0,78,64,71,0,17.9,35,2,40,Davis Island,12/13/2011,GOOD,,
0,74,65,69.5,0,25.5,35,5,42,Davis Island,12/26/2011,GOOD,,
0,69,41,55,0,18,35,5,42,Davis Island,1/15/2012,GOOD,,
0,73,47,60,0,13.2,35,10,37,Davis Island,1/16/2012,GOOD,,
0,54,34,44,0,17.6,35,21,43,Davis Island,2/12/2012,GOOD,,
0,79,63,71,1,17.5,35,7,39,Davis Island,2/19/2012,GOOD,,
0,82,67,74.5,0,19.1,35,4,44,Davis Island,3/11/2012,GOOD,,
0,86,65,75.5,0,16.2,35,7,56,Davis Island,3/17/2012,GOOD,,
0.73,88,67,77.5,0,12.5,35,6,60,Davis Island,3/21/2012,GOOD,,
0,91,71,81,0,43.3,35,13,44,Davis Island,6/18/2012,GOOD,,
0.01,91,76,83.5,0,18.7,35,3,38,Davis Island,7/9/2012,GOOD,,
0,92,76,84,0,10.8,35,2,33,Davis Island,8/3/2012,GOOD,,
0,94,75,84.5,0,18.2,35,2,36,Davis Island,8/4/2012,GOOD,,
0.78,81,75,78,0,17,35,4,47,Davis Island,9/18/2012,GOOD,,
0.1,88,72,80,0,33.6,35,4,29,Davis Island,9/21/2012,GOOD,,
0,86,72,79,0,17,35,5,65,Davis Island,10/25/2012,GOOD,,
0,78,54,66,0,12.5,35,2,45,Davis Island,11/29/2012,GOOD,,
0,79,58,68.5,0,25.9,35,1,30,Davis Island,11/30/2012,GOOD,,
0,79,57,68,0,34.6,35,7,23,Davis Island,12/1/2012,GOOD,,
0,69,49,59,0,20.2,35,3,41,Davis Island,12/21/2012,GOOD,,
0,69,38,53.5,0,12.4,35,6,58,Davis Island,2/18/2013,GOOD,,
0,78,61,69.5,0,25.5,35,5,45,Davis Island,2/20/2013,GOOD,,
0,87,69,78,0,15.8,35,2,79,Davis Island,4/27/2013,GOOD,,
0,89,76,82.5,0,17.1,35,4,43,Davis Island,6/15/2013,GOOD,,
0,91,80,85.5,0,17.8,35,6,42,Davis Island,7/22/2013,GOOD,,
0.28,91,75,83,0,14.5,35,3,46,Davis Island,7/31/2013,GOOD,,
0,91,75,83,0,20.5,35,3,48,Davis Island,8/28/2013,GOOD,,
0,91,74,82.5,0,19.5,35,2,29,Davis Island,10/3/2013,GOOD,,
0.01,66,50,58,0,25,35,9,49,Davis Island,1/15/2014,GOOD,,
0,67,48,57.5,0,31.6,35,5,58,Davis Island,1/20/2014,GOOD,,
0,54,43,48.5,0,26.2,35,3,47,Davis Island,1/22/2014,GOOD,,
0,75,48,61.5,0,28.3,35,3,44,Davis Island,3/14/2014,GOOD,,
0.12,71,59,65,0,27.2,35,1,54,Davis Island,3/25/2014,GOOD,,
0.04,82,61,71.5,0,77.9,35,1,29,Davis Island,4/15/2014,GOOD,,
0,90,72,81,0,30.2,35,2,28,Davis Island,5/8/2014,GOOD,,
0.09,88,72,80,0,24.5,35,3,22,Davis Island,6/14/2014,GOOD,,
0,90,78,84,0,21.5,35,3,39,Davis Island,8/5/2014,GOOD,,
0,92,79,85.5,0,23.2,35,2,42,Davis Island,8/6/2014,GOOD,,
0,70,54,62,0,20.2,35,6,18,Davis Island,11/14/2014,GOOD,,
0,80,70,75,0,26.1,35,2,48,Davis Island,11/24/2014,GOOD,,
0.1,64,55,59.5,0,9.3,35,5,50,Davis Island,12/8/2014,GOOD,,
0,70,43,56.5,0,14.9,35,3,46,Davis Island,12/13/2014,GOOD,,
0,70,44,57,0,19.9,35,4,61,Davis Island,12/15/2014,GOOD,,
0.99,71,51,61,0,22.4,35,5,46,Davis Island,1/24/2015,GOOD,,
0,76,55,65.5,0,14.7,35,4,50,Davis Island,2/1/2015,GOOD,,
0,59,34,46.5,0,12.1,35,4,38,Davis Island,2/20/2015,GOOD,,
0,80,68,74,0,21.5,35,3,64,Davis Island,3/5/2015,GOOD,,
0.83,89,72,80.5,0,14.5,35,0,57,Davis Island,5/30/2015,GOOD,,
,90,77,83.5,1,15.1,35,1,50,Davis Island,7/7/2015,GOOD,,
0,88,79,83.5,1,15.4,35,5,50,Davis Island,7/12/2015,GOOD,,
1.7,84,77,80.5,0,29,35,7,48,Davis Island,7/27/2015,GOOD,,
0,93,76,84.5,0,21.5,35,1,36,Davis Island,9/21/2015,GOOD,,
0,83,66,74.5,0,12.9,35,0,55,Davis Island,11/27/2015,GOOD,,
0,82,64,73,0,20,35,1,49,Davis Island,11/28/2015,GOOD,,
0,79,61,70,0,23.7,35,0,39,Davis Island,12/4/2015,GOOD,,
0.46,75,55,65,0,18.6,35,0,31,Davis Island,12/18/2015,GOOD,,
0,60,44,52,0,17.1,35,3,63,Davis Island,1/11/2016,GOOD,,
0.03,75,60,67.5,0,19.4,35,4,64,Davis Island,1/16/2016,GOOD,,
0,59,44,51.5,0,12.8,35,2,60,Davis Island,1/19/2016,GOOD,,
0,94,82,88,0,32.9,35,15,52,Davis Island,7/6/2016,GOOD,,
0.52,94,73,83.5,1,26.2,35,3,47,Davis Island,7/12/2016,GOOD,,
0.05,89,80,84.5,0,19.6,35,2,60,Davis Island,7/30/2016,GOOD,,
,91,76,83.5,0,17.3,35,3,49,Davis Island,8/10/2016,GOOD,,
0,83,62,72.5,0,16.5,35,1,44,Davis Island,11/24/2016,GOOD,,
0,78,64,71,0,14.9,35,1,50,Davis Island,12/14/2016,GOOD,,
0,64,49,56.5,0,56.9,35,2,49,Davis Island,12/30/2016,GOOD,,
0,74,50,62,0,10.5,35,2,48,Davis Island,2/1/2017,GOOD,,
0,82,62,72,0,18.7,35,1,48,Davis Island,2/19/2017,GOOD,,
0,79,62,70.5,0,10.5,35,2,29,Davis Island,3/22/2017,GOOD,,
0,85,66,75.5,0,11.7,35,1,45,Davis Island,3/28/2017,GOOD,,
0.02,84,70,77,0,22.5,35,2,78,Davis Island,3/31/2017,GOOD,,
,96,73,84.5,0,18.4,35,8,45,Davis Island,5/16/2017,GOOD,,
0,82,59,70.5,0,29.3,35,4,47,Davis Island,11/1/2017,GOOD,,
0,79,58,68.5,0,15.9,35,4,57,Davis Island,11/18/2017,GOOD,,
0.01,76,61,68.5,0,12.5,35,,56,Davis Island,12/15/2017,GOOD,,
0,78,59,68.5,0,20.8,35,,60,Davis Island,12/16/2017,GOOD,,
0,62,38,50,0,23.8,35,,41,Davis Island,1/14/2018,GOOD,,
0,81,67,74,0,16.8,35,,48,Davis Island,2/16/2018,GOOD,,
0,86,63,74.5,0,17.9,35,,38,Davis Island,4/6/2018,GOOD,,
0.62,91,73,82,0,16,35,,38,Davis Island,7/5/2018,GOOD,,
0,89,75,82,0,12.3,35,,42,Davis Island,7/7/2018,GOOD,,
0.07,89,81,85,0,18.5,35,,38,Davis Island,7/19/2018,GOOD,,
0,92,79,85.5,0,25.3,35,,37,Davis Island,8/21/2018,GOOD,,
0,93,84,88.5,0,16.7,35,,38,Davis Island,9/16/2018,GOOD,,
0,94,78,86,0,13.8,35,,37,Davis Island,9/30/2018,GOOD,,
0,86,67,76.5,0,17.3,35,,35,Davis Island,10/30/2018,GOOD,,
0,77,59,68,0,22.8,35,,43,Davis Island,11/21/2018,GOOD,,
0,73,47,60,0,19.6,35,,38,Davis Island,12/24/2018,GOOD,,
0,78,54,66,0,17.9,35,,49,Davis Island,1/7/2019,GOOD,,
0,63,44,53.5,0,23.8,35,,56,Davis Island,1/25/2019,GOOD,,
0,83,68,75.5,0,14.4,35,,49,Davis Island,3/16/2019,GOOD,,
,90,77,83.5,0,26.7,35,,42,Davis Island,6/30/2019,GOOD,,
0,96,79,87.5,0,18.3,35,,48,Davis Island,9/10/2019,GOOD,,
0,88,74,81,0,14.7,35,,53,Davis Island,9/19/2019,GOOD,,
0,88,72,80,0,11.6,35,,59,Davis Island,9/20/2019,GOOD,,
0,86,74,80,0,16.2,35,,51,Davis Island,11/5/2019,GOOD,,
0.33,73,58,65.5,0,24.5,35,,32,Davis Island,11/24/2019,GOOD,,
0,71,52,61.5,0,50.2,35,,38,Davis Island,12/6/2019,GOOD,,
0.68,81,68,74.5,0,18.7,35,,36,Davis Island,12/17/2019,GOOD,,
0,71,56,63.5,0,12.1,35,,40,Davis Island,12/31/2019,GOOD,,
0,67,50,58.5,0,18.7,35,,19,Davis Island,1/5/2020,GOOD,,
0,72,48,60,0,24.4,35,,32,Davis Island,1/7/2020,GOOD,,
0,82,69,75.5,0,25.5,35,,44,Davis Island,1/15/2020,GOOD,,
0.1,66,53,59.5,0,28.6,35,,32,Davis Island,2/7/2020,GOOD,,
0,81,70,75.5,0,14.6,35,,26,Davis Island,2/13/2020,GOOD,,
0,75,52,63.5,0,12.2,35,,37,Davis Island,2/23/2020,GOOD,,
0.11,79,66,72.5,1,30.8,35,,30,Davis Island,2/25/2020,GOOD,,
0,84,63,73.5,0,11.3,35,,60,Davis Island,3/13/2020,GOOD,,
0,84,69,76.5,1,13.5,35,,44,Davis Island,3/17/2020,GOOD,,
0,89,69,79,0,7.1,35,,31,Davis Island,3/27/2020,GOOD,,
0,88,76,82,0,25.5,35,,45,Davis Island,4/14/2020,GOOD,,
0,85,67,76,1,16.6,35,,38,Davis Island,5/4/2020,GOOD,,
0,96,81,88.5,1,36.2,35,,27,Davis Island,6/27/2020,GOOD,,
,95,82,88.5,0,15.3,35,,36,Davis Island,9/4/2020,GOOD,,
0,78,55,66.5,0,18.9,35,,37,Davis Island,11/18/2020,GOOD,,
0,82,61,71.5,0,28.5,35,,46,Davis Island,11/24/2020,GOOD,,
0,68,51,59.5,0,10.8,35,,27,Davis Island,1/14/2021,GOOD,,
0,81,60,70.5,0,17.4,35,,40,Davis Island,3/13/2021,GOOD,,
0,89,67,78,0,,35,,46,Davis Island,5/16/2021,GOOD,,
,88,77,82.5,0,,35,,,Davis Island,6/18/2021,GOOD,,
0.09,95,80,87.5,0,,35,,,Davis Island,7/22/2021,GOOD,,
0.34,97,79,88,0,,35,,,Davis Island,8/18/2021,GOOD,,
2.22,84,75,79.5,1,,35,,,Davis Island,9/1/2021,GOOD,,
0.06,88,77,82.5,0,,35,,,Davis Island,10/8/2021,GOOD,,
0,76,54,65,0,,35,,,Davis Island,11/8/2021,GOOD,,
0,80,69,74.5,1,,35,,,Davis Island,11/12/2021,GOOD,,
0.57,74,60,67,0,,35,,,Davis Island,12/21/2021,GOOD,,
0,71,45,58,0,22.7,36,3,45,Davis Island,1/24/2011,GOOD,,
0,63,41,52,0,11.2,36,23,42,Davis Island,2/12/2011,GOOD,,
0,83,64,73.5,1,21.6,36,9,44,Davis Island,3/9/2011,GOOD,,
0,82,66,74,0,21.9,36,14,42,Davis Island,3/26/2011,GOOD,,
0,79,52,65.5,0,22.6,36,3,43,Davis Island,4/6/2011,GOOD,,
0,82,66,74,0,32.8,36,10,45,Davis Island,4/7/2011,GOOD,,
0,87,69,78,1,15,36,14,43,Davis Island,4/22/2011,GOOD,,
0,92,78,85,0,13.3,36,4,47,Davis Island,6/13/2011,GOOD,,
0.21,91,75,83,0,15,36,4,27,Davis Island,7/4/2011,GOOD,,
0,93,83,88,0,20.2,36,20,36,Davis Island,8/5/2011,GOOD,,
0,72,58,65,0,15.6,36,9,55,Davis Island,10/20/2011,GOOD,,
0,83,64,73.5,0,19.5,36,4,37,Davis Island,11/8/2011,GOOD,,
0,76,62,69,0,26.8,36,1,38,Davis Island,12/10/2011,GOOD,,
0,76,59,67.5,0,17.6,36,2,47,Davis Island,12/31/2011,GOOD,,
0,75,52,63.5,0,16.3,36,7,39,Davis Island,1/30/2012,GOOD,,
0.18,77,59,68,0,26,36,3,30,Davis Island,2/10/2012,GOOD,,
0,76,66,71,0,23.9,36,5,41,Davis Island,2/18/2012,GOOD,,
0.12,89,75,82,0,17,36,5,25,Davis Island,5/28/2012,GOOD,,
0,89,73,81,0,17.5,36,3,64,Davis Island,6/3/2012,GOOD,,
0,90,80,85,0,24.9,36,1,45,Davis Island,7/26/2012,GOOD,,
0,90,76,83,0,21.5,36,10,68,Davis Island,9/11/2012,GOOD,,
0,90,75,82.5,0,26,36,12,47,Davis Island,9/12/2012,GOOD,,
0,87,69,78,0,27.1,36,8,41,Davis Island,10/13/2012,GOOD,,
0,82,64,73,0,26.5,36,4,26,Davis Island,11/5/2012,GOOD,,
0,76,48,62,0,11.5,36,2,43,Davis Island,11/26/2012,GOOD,,
0,77,58,67.5,0,15.9,36,5,39,Davis Island,11/28/2012,GOOD,,
0.14,70,48,59,0,12.7,36,3,40,Davis Island,1/31/2013,GOOD,,
0,90,78,84,0,18.3,36,4,40,Davis Island,6/13/2013,GOOD,,
2.16,92,75,83.5,0,14.9,36,2,47,Davis Island,7/30/2013,GOOD,,
0.03,91,78,84.5,0,15.6,36,2,45,Davis Island,8/3/2013,GOOD,,
0,90,78,84,0,23,36,2,40,Davis Island,9/2/2013,GOOD,,
0.1,90,76,83,0,12.2,36,2,38,Davis Island,9/3/2013,GOOD,,
1.44,80,72,76,0,19.3,36,5,49,Davis Island,9/25/2013,GOOD,,
0,86,69,77.5,0,19.8,36,25,31,Davis Island,10/12/2013,GOOD,,
