PCPT,MAX_T,MIN_T,AVG_T,SMOKE,PM10,AQI,SO2,O3,City,DATE,AQI_BUCKET,,
0,85,71,78,0,16.8,36,6,49,Davis Island,10/17/2013,GOOD,,
0,81,62,71.5,0,30.7,36,4,23,Davis Island,12/11/2013,GOOD,,
0,71,45,58,0,16.8,36,6,50,Davis Island,12/17/2013,GOOD,,
0,79,54,66.5,0,14.6,36,2,31,Davis Island,4/1/2014,GOOD,,
0,81,60,70.5,0,17.3,36,2,35,Davis Island,4/2/2014,GOOD,,
0,81,61,71,0,13.2,36,2,43,Davis Island,4/11/2014,GOOD,,
0,77,65,71,0,34.9,36,6,29,Davis Island,4/23/2014,GOOD,,
0,88,73,80.5,0,20.2,36,7,28,Davis Island,6/15/2014,GOOD,,
2.3,89,74,81.5,0,13,36,16,34,Davis Island,7/15/2014,GOOD,,
0,89,78,83.5,0,18.1,36,3,58,Davis Island,8/4/2014,GOOD,,
0.15,95,77,86,0,15,36,6,52,Davis Island,8/30/2014,GOOD,,
0.22,93,76,84.5,0,22.4,36,6,43,Davis Island,9/1/2014,GOOD,,
0,92,76,84,0,19.8,36,3,39,Davis Island,9/13/2014,GOOD,,
0,71,49,60,1,20.6,36,5,40,Davis Island,11/27/2014,GOOD,,
0,67,44,55.5,1,22.1,36,5,49,Davis Island,12/14/2014,GOOD,,
0,72,50,61,0,19.9,36,5,67,Davis Island,1/30/2015,GOOD,,
0.19,71,52,61.5,0,17.3,36,5,52,Davis Island,2/2/2015,GOOD,,
0,84,69,76.5,0,14,36,1,39,Davis Island,4/21/2015,GOOD,,
0,86,79,82.5,0,12.1,36,5,47,Davis Island,4/26/2015,GOOD,,
0.36,91,74,82.5,0,20.6,36,8,40,Davis Island,6/23/2015,GOOD,,
0,89,76,82.5,1,21.1,36,3,40,Davis Island,6/24/2015,GOOD,,
0.02,92,81,86.5,0,22.8,36,4,31,Davis Island,6/27/2015,GOOD,,
0.74,86,77,81.5,1,28.2,36,3,35,Davis Island,7/28/2015,GOOD,,
0,91,79,85,0,22.4,36,0,45,Davis Island,9/2/2015,GOOD,,
0,90,78,84,0,24.7,36,1,35,Davis Island,9/30/2015,GOOD,,
0,83,66,74.5,0,25.8,36,5,42,Davis Island,10/19/2015,GOOD,,
0,88,68,78,0,14.8,36,2,47,Davis Island,10/24/2015,GOOD,,
0,92,74,83,0,32,36,0,46,Davis Island,11/4/2015,GOOD,,
0.01,77,64,70.5,1,16.3,36,0,44,Davis Island,12/3/2015,GOOD,,
0,76,55,65.5,0,30.6,36,7,37,Davis Island,12/8/2015,GOOD,,
0,72,56,64,0,24.2,36,1,59,Davis Island,1/10/2016,GOOD,,
0,72,52,62,0,12.8,36,1,104,Davis Island,2/13/2016,GOOD,,
0,83,69,76,0,21.9,36,4,53,Davis Island,3/31/2016,GOOD,,
0.02,91,77,84,1,23.3,36,6,35,Davis Island,6/17/2016,GOOD,,
0.07,93,77,85,0,16.5,36,7,48,Davis Island,7/28/2016,GOOD,,
,90,80,85,0,13.8,36,0,37,Davis Island,8/20/2016,GOOD,,
0,90,73,81.5,0,13.1,36,2,40,Davis Island,10/9/2016,GOOD,,
0,85,67,76,0,17.9,36,6,41,Davis Island,10/10/2016,GOOD,,
0,81,63,72,1,18.6,36,1,34,Davis Island,11/26/2016,GOOD,,
0,69,58,63.5,0,12.5,36,1,39,Davis Island,12/8/2016,GOOD,,
0,82,67,74.5,0,21.1,36,1,44,Davis Island,12/27/2016,GOOD,,
0,68,41,54.5,0,49.9,36,4,40,Davis Island,1/9/2017,GOOD,,
0.02,58,49,53.5,0,11.9,36,2,53,Davis Island,1/28/2017,GOOD,,
0,84,70,77,0,30.1,36,2,34,Davis Island,3/1/2017,GOOD,,
0,77,54,65.5,0,23.6,36,2,26,Davis Island,3/4/2017,GOOD,,
0,78,61,69.5,0,15.4,36,1,27,Davis Island,3/6/2017,GOOD,,
0,83,60,71.5,0,19.8,36,1,32,Davis Island,3/7/2017,GOOD,,
,87,71,79,0,16,36,3,49,Davis Island,4/18/2017,GOOD,,
,96,76,86,0,10.6,36,9,41,Davis Island,5/20/2017,GOOD,,
,93,76,84.5,0,12.8,36,5,29,Davis Island,5/30/2017,GOOD,,
,91,78,84.5,0,17.9,36,1,41,Davis Island,7/15/2017,GOOD,,
0.62,87,75,81,1,17.7,36,3,40,Davis Island,8/29/2017,GOOD,,
0,88,73,80.5,0,16.7,36,3,51,Davis Island,10/20/2017,GOOD,,
0.01,80,71,75.5,0,17.1,36,2,58,Davis Island,11/12/2017,GOOD,,
0,80,61,70.5,0,17.3,36,,48,Davis Island,12/3/2017,GOOD,,
0,75,50,62.5,1,23.3,36,,30,Davis Island,12/12/2017,GOOD,,
0,79,67,73,0,20.6,36,,35,Davis Island,12/23/2017,GOOD,,
0,60,35,47.5,0,14.7,36,,47,Davis Island,1/5/2018,GOOD,,
0.95,95,75,85,1,23.1,36,,36,Davis Island,6/24/2018,GOOD,,
0,90,78,84,0,20.7,36,,36,Davis Island,7/1/2018,GOOD,,
0.32,96,73,84.5,0,16.4,36,,43,Davis Island,8/17/2018,GOOD,,
1.74,96,77,86.5,0,16.2,36,,23,Davis Island,9/20/2018,GOOD,,
0.27,85,74,79.5,0,9.9,36,,46,Davis Island,10/26/2018,GOOD,,
0.12,74,58,66,0,13.1,36,,33,Davis Island,11/15/2018,GOOD,,
0,75,48,61.5,0,12.3,36,,50,Davis Island,11/17/2018,GOOD,,
0.24,81,70,75.5,0,17.8,36,,56,Davis Island,12/3/2018,GOOD,,
0,83,67,75,0,24.1,36,,32,Davis Island,1/2/2019,GOOD,,
0,69,43,56,0,17.3,36,,51,Davis Island,1/17/2019,GOOD,,
0.1,76,59,67.5,0,13.4,36,,40,Davis Island,4/2/2019,GOOD,,
0,88,71,79.5,0,12.8,36,,53,Davis Island,4/7/2019,GOOD,,
0,93,77,85,1,29.7,36,,46,Davis Island,9/8/2019,GOOD,,
0,90,73,81.5,0,41.9,36,,48,Davis Island,9/26/2019,GOOD,,
0,93,75,84,0,33.4,36,,43,Davis Island,9/27/2019,GOOD,,
0,76,54,65,0,17.4,36,,48,Davis Island,11/27/2019,GOOD,,
0,68,48,58,0,22.8,36,,38,Davis Island,1/6/2020,GOOD,,
0,83,71,77,0,19.5,36,,35,Davis Island,1/13/2020,GOOD,,
0,64,50,57,1,20.7,36,,34,Davis Island,2/2/2020,GOOD,,
0,73,46,59.5,0,14.2,36,,20,Davis Island,3/1/2020,GOOD,,
0,82,70,76,0,23.9,36,,29,Davis Island,3/5/2020,GOOD,,
0,84,67,75.5,0,12.1,36,,31,Davis Island,3/15/2020,GOOD,,
0,89,70,79.5,0,14.5,36,,31,Davis Island,3/21/2020,GOOD,,
0,85,65,75,0,14.8,36,,26,Davis Island,4/11/2020,GOOD,,
0.19,90,76,83,0,30,36,,42,Davis Island,6/7/2020,GOOD,,
0,89,73,81,0,24.1,36,,28,Davis Island,6/17/2020,GOOD,,
0,90,76,83,0,24.4,36,,33,Davis Island,6/18/2020,GOOD,,
,99,79,89,1,36,36,,43,Davis Island,6/26/2020,GOOD,,
0,86,63,74.5,1,20.4,36,,34,Davis Island,10/31/2020,GOOD,,
0,81,66,73.5,0,25,36,,30,Davis Island,11/22/2020,GOOD,,
0,81,67,74,0,15.1,36,,26,Davis Island,11/26/2020,GOOD,,
0,81,66,73.5,0,17.4,36,,34,Davis Island,11/27/2020,GOOD,,
0.24,76,64,70,1,23.4,36,,26,Davis Island,1/27/2021,GOOD,,
0,69,51,60,0,15.3,36,,41,Davis Island,1/28/2021,GOOD,,
0,82,68,75,0,28.2,36,,42,Davis Island,2/18/2021,GOOD,,
0.43,82,70,76,0,,36,,47,Davis Island,3/18/2021,GOOD,,
,73,59,66,0,,36,,40,Davis Island,3/22/2021,GOOD,,
0,88,61,74.5,1,,36,,50,Davis Island,4/13/2021,GOOD,,
0,91,80,85.5,0,,36,,,Davis Island,8/8/2021,GOOD,,
0,74,50,62,1,,36,,,Davis Island,11/24/2021,GOOD,,
,78,58,68,1,,36,,,Davis Island,11/26/2021,GOOD,,
0,57,43,50,0,11,37,5,44,Davis Island,1/22/2011,GOOD,,
0,80,59,69.5,0,23.5,37,8,44,Davis Island,3/4/2011,GOOD,,
0,87,68,77.5,0,30,37,30,44,Davis Island,5/1/2011,GOOD,,
0.27,81,69,75,1,30.9,37,7,49,Davis Island,5/15/2011,GOOD,,
0.02,94,78,86,0,19.9,37,7,25,Davis Island,7/17/2011,GOOD,,
0,87,67,77,0,21.7,37,6,41,Davis Island,10/5/2011,GOOD,,
0,74,55,64.5,0,17.8,37,1,47,Davis Island,11/5/2011,GOOD,,
0.31,71,63,67,0,21.4,37,3,45,Davis Island,1/11/2012,GOOD,,
0.06,70,64,67,0,21.8,37,8,44,Davis Island,2/7/2012,GOOD,,
0,79,58,68.5,0,22.6,37,10,46,Davis Island,2/8/2012,GOOD,,
0,64,37,50.5,0,22.7,37,3,42,Davis Island,2/13/2012,GOOD,,
0,75,51,63,0,23.3,37,11,52,Davis Island,2/14/2012,GOOD,,
0.08,83,70,76.5,0,23.6,37,7,57,Davis Island,3/31/2012,GOOD,,
0,86,73,79.5,0,21.5,37,,66,Davis Island,5/13/2012,GOOD,,
0.8,79,71,75,0,17.8,37,38,49,Davis Island,5/16/2012,GOOD,,
0,90,71,80.5,0,34.5,37,6,37,Davis Island,5/23/2012,GOOD,,
0,89,80,84.5,0,16.7,37,4,27,Davis Island,8/2/2012,GOOD,,
0.12,90,74,82,0,13.4,37,3,26,Davis Island,9/28/2012,GOOD,,
0,87,72,79.5,1,34.4,37,5,44,Davis Island,10/26/2012,GOOD,,
0,78,64,71,0,25,37,57,29,Davis Island,11/4/2012,GOOD,,
0,74,48,61,0,20.3,37,3,30,Davis Island,11/9/2012,GOOD,,
0,80,60,70,0,8.5,37,3,23,Davis Island,12/4/2012,GOOD,,
0,77,60,68.5,1,17.9,37,2,37,Davis Island,1/20/2013,GOOD,,
0,74,59,66.5,0,23.2,37,2,41,Davis Island,1/21/2013,GOOD,,
0,80,65,72.5,0,11.1,37,5,29,Davis Island,4/1/2013,GOOD,,
0,83,60,71.5,0,24.5,37,2,39,Davis Island,4/7/2013,GOOD,,
0,91,75,83,0,19.8,37,7,50,Davis Island,9/6/2013,GOOD,,
0,87,71,79,0,16.7,37,4,35,Davis Island,9/27/2013,GOOD,,
0.09,61,55,58,0,7.3,37,3,50,Davis Island,2/8/2014,GOOD,,
0.01,66,47,56.5,0,21.4,37,2,41,Davis Island,2/13/2014,GOOD,,
1.13,70,63,66.5,0,13.8,37,6,56,Davis Island,3/6/2014,GOOD,,
0.08,78,63,70.5,0,14.2,37,2,47,Davis Island,3/28/2014,GOOD,,
0,83,67,75,0,18.2,37,4,24,Davis Island,4/25/2014,GOOD,,
0.32,96,76,86,0,18.4,37,2,52,Davis Island,6/30/2014,GOOD,,
0.06,91,76,83.5,0,17.4,37,2,35,Davis Island,8/3/2014,GOOD,,
0,88,75,81.5,0,17.2,37,9,38,Davis Island,10/2/2014,GOOD,,
0,78,57,67.5,0,8.7,37,6,45,Davis Island,10/5/2014,GOOD,,
0,66,45,55.5,0,30.5,37,5,52,Davis Island,11/20/2014,GOOD,,
0,72,59,65.5,0,23.9,37,5,45,Davis Island,1/5/2015,GOOD,,
0,75,46,60.5,0,18.4,37,8,78,Davis Island,1/17/2015,GOOD,,
0,70,45,57.5,0,20.1,37,8,48,Davis Island,1/29/2015,GOOD,,
0,74,51,62.5,1,17.6,37,4,42,Davis Island,2/15/2015,GOOD,,
0,89,72,80.5,0,8.2,37,7,39,Davis Island,5/10/2015,GOOD,,
2.56,84,74,79,0,15.6,37,3,44,Davis Island,7/24/2015,GOOD,,
0.01,85,75,80,0,14.5,37,1,32,Davis Island,9/16/2015,GOOD,,
0.4,78,67,72.5,1,14.7,37,0,37,Davis Island,10/4/2015,GOOD,,
0,84,73,78.5,0,16.9,37,9,46,Davis Island,10/29/2015,GOOD,,
0.33,84,75,79.5,0,13.8,37,0,54,Davis Island,11/9/2015,GOOD,,
,82,65,73.5,0,16.5,37,7,61,Davis Island,11/26/2015,GOOD,,
1.01,68,50,59,0,23.5,37,1,75,Davis Island,1/17/2016,GOOD,,
0,66,41,53.5,0,13.7,37,2,81,Davis Island,1/20/2016,GOOD,,
0,81,60,70.5,0,19.8,37,145,43,Davis Island,3/8/2016,GOOD,,
0,85,68,76.5,0,31,37,3,51,Davis Island,3/10/2016,GOOD,,
0,82,70,76,0,13.3,37,1,84,Davis Island,3/17/2016,GOOD,,
,84,66,75,0,29.4,37,2,43,Davis Island,4/13/2016,GOOD,,
0.1,87,78,82.5,0,25.9,37,36,28,Davis Island,6/9/2016,GOOD,,
0,92,74,83,0,23.9,37,1,25,Davis Island,9/6/2016,GOOD,,
0.07,89,77,83,0,27.7,37,3,50,Davis Island,9/30/2016,GOOD,,
0,79,57,68,0,20.2,37,1,43,Davis Island,11/23/2016,GOOD,,
0,70,57,63.5,1,19,37,2,30,Davis Island,12/21/2016,GOOD,,
0.02,80,62,71,0,42.7,37,1,52,Davis Island,12/29/2016,GOOD,,
0.19,62,48,55,0,17.1,37,1,39,Davis Island,1/29/2017,GOOD,,
0,85,66,75.5,0,14.3,37,11,23,Davis Island,3/23/2017,GOOD,,
0.25,83,76,79.5,0,16.7,37,1,48,Davis Island,6/6/2017,GOOD,,
0,93,81,87,0,18.1,37,3,47,Davis Island,7/28/2017,GOOD,,
,93,80,86.5,0,31.5,37,6,43,Davis Island,8/7/2017,GOOD,,
0,94,80,87,0,17.2,37,2,31,Davis Island,8/20/2017,GOOD,,
0,91,76,83.5,0,20.7,37,4,32,Davis Island,9/17/2017,GOOD,,
0.28,91,80,85.5,0,18.5,37,4,50,Davis Island,10/9/2017,GOOD,,
0.12,91,75,83,0,16.4,37,2,59,Davis Island,10/22/2017,GOOD,,
0.05,81,65,73,0,20.7,37,3,53,Davis Island,10/28/2017,GOOD,,
0,79,58,68.5,0,17.7,37,,61,Davis Island,12/17/2017,GOOD,,
0.01,72,51,61.5,1,14,37,,27,Davis Island,3/10/2018,GOOD,,
,86,76,81,0,23.5,37,,43,Davis Island,5/28/2018,GOOD,,
0,88,79,83.5,0,12.7,37,,36,Davis Island,6/3/2018,GOOD,,
0.02,93,76,84.5,1,20.8,37,,25,Davis Island,7/3/2018,GOOD,,
0,93,78,85.5,1,25.7,37,,32,Davis Island,7/9/2018,GOOD,,
0.02,90,72,81,0,19.1,37,,29,Davis Island,8/16/2018,GOOD,,
,95,81,88,0,16.7,37,,30,Davis Island,9/19/2018,GOOD,,
0.44,92,78,85,0,13.4,37,,27,Davis Island,10/2/2018,GOOD,,
0,93,76,84.5,0,20.2,37,,37,Davis Island,10/3/2018,GOOD,,
0,82,65,73.5,0,28.2,37,,68,Davis Island,11/19/2018,GOOD,,
0.06,90,76,83,0,36.3,37,,43,Davis Island,7/17/2019,GOOD,,
1.7,85,73,79,0,16.4,37,,45,Davis Island,7/25/2019,GOOD,,
,94,77,85.5,0,18.8,37,,42,Davis Island,9/17/2019,GOOD,,
0,84,68,76,0,24.3,37,,50,Davis Island,11/2/2019,GOOD,,
,84,68,76,0,15.8,37,,46,Davis Island,11/8/2019,GOOD,,
0,80,58,69,0,18.4,37,,77,Davis Island,11/10/2019,GOOD,,
0,62,46,54,0,25.2,37,,30,Davis Island,12/3/2019,GOOD,,
0,74,53,63.5,1,38.1,37,,37,Davis Island,12/7/2019,GOOD,,
0,72,50,61,0,20.3,37,,32,Davis Island,1/23/2020,GOOD,,
0,75,60,67.5,0,19.4,37,,36,Davis Island,1/24/2020,GOOD,,
0,68,49,58.5,0,20,37,,51,Davis Island,1/26/2020,GOOD,,
0,69,51,60,0,15.2,37,,29,Davis Island,3/7/2020,GOOD,,
0,86,68,77,0,13.8,37,,38,Davis Island,3/16/2020,GOOD,,
0,89,69,79,0,9.3,37,,50,Davis Island,3/18/2020,GOOD,,
0,88,71,79.5,0,15,37,,37,Davis Island,3/28/2020,GOOD,,
0.2,88,72,80,0,21.6,37,,49,Davis Island,4/15/2020,GOOD,,
1.54,81,69,75,0,22.6,37,,48,Davis Island,4/18/2020,GOOD,,
0,92,77,84.5,0,22.7,37,,23,Davis Island,7/30/2020,GOOD,,
0.06,92,78,85,0,38.3,37,,39,Davis Island,8/7/2020,GOOD,,
,89,79,84,0,14.5,37,,58,Davis Island,9/20/2020,GOOD,,
0.04,90,71,80.5,0,21.3,37,,42,Davis Island,9/29/2020,GOOD,,
0,92,75,83.5,0,13.5,37,,47,Davis Island,10/14/2020,GOOD,,
,92,79,85.5,0,20.1,37,,55,Davis Island,10/28/2020,GOOD,,
0,72,47,59.5,0,33.5,37,,59,Davis Island,1/5/2021,GOOD,,
0,65,54,59.5,0,12,37,,42,Davis Island,1/16/2021,GOOD,,
0.91,68,50,59,0,30.1,37,,38,Davis Island,2/1/2021,GOOD,,
0,81,69,75,0,17.1,37,,56,Davis Island,3/16/2021,GOOD,,
0,86,70,78,0,,37,,46,Davis Island,4/14/2021,GOOD,,
0,92,77,84.5,0,,37,,53,Davis Island,5/12/2021,GOOD,,
0.21,90,79,84.5,0,,37,,,Davis Island,9/9/2021,GOOD,,
0.05,78,65,71.5,1,,37,,,Davis Island,11/22/2021,GOOD,,
0,68,52,60,1,,37,,,Davis Island,11/23/2021,GOOD,,
0,80,62,71,0,,37,,,Davis Island,12/6/2021,GOOD,,
0,79,58,68.5,0,,37,,,Davis Island,12/26/2021,GOOD,,
0,68,48,58,0,17.4,38,11,49,Davis Island,1/15/2011,GOOD,,
0,88,69,78.5,0,34.5,38,8,54,Davis Island,4/10/2011,GOOD,,
0,86,60,73,0,36.9,38,17,48,Davis Island,4/14/2011,GOOD,,
0,91,70,80.5,0,27.9,38,8,48,Davis Island,6/2/2011,GOOD,,
0,93,72,82.5,0,22.6,38,7,64,Davis Island,6/3/2011,GOOD,,
0,93,79,86,0,25.2,38,14,38,Davis Island,7/29/2011,GOOD,,
0,92,77,84.5,0,11.5,38,5,57,Davis Island,9/29/2011,GOOD,,
0,84,64,74,0,18.2,38,11,35,Davis Island,10/26/2011,GOOD,,
0,81,60,70.5,0,17.6,38,7,35,Davis Island,11/2/2011,GOOD,,
0,80,54,67,0,29.3,38,5,48,Davis Island,3/6/2012,GOOD,,
0,87,63,75,0,18.9,38,4,60,Davis Island,3/18/2012,GOOD,,
0,88,67,77.5,0,23.6,38,5,78,Davis Island,4/17/2012,GOOD,,
0,87,74,80.5,0,17.5,38,2,57,Davis Island,5/4/2012,GOOD,,
0.42,84,76,80,1,15.9,38,10,53,Davis Island,6/26/2012,GOOD,,
0.09,92,78,85,0,15.5,38,8,38,Davis Island,7/7/2012,GOOD,,
0,95,78,86.5,0,23.4,38,3,35,Davis Island,7/8/2012,GOOD,,
0.53,89,74,81.5,0,38.8,38,4,44,Davis Island,7/11/2012,GOOD,,
2.97,89,74,81.5,0,29.3,38,4,40,Davis Island,7/31/2012,GOOD,,
0,85,66,75.5,0,20.2,38,1,52,Davis Island,10/23/2012,GOOD,,
0,68,55,61.5,0,25.2,38,2,39,Davis Island,10/29/2012,GOOD,,
0,82,65,73.5,0,17,38,3,23,Davis Island,12/3/2012,GOOD,,
0,78,57,67.5,0,24.8,38,7,45,Davis Island,2/8/2013,GOOD,,
0,64,52,58,0,20.8,38,3,40,Davis Island,3/1/2013,GOOD,,
0,79,72,75.5,0,25.4,38,7,52,Davis Island,4/12/2013,GOOD,,
0,87,69,78,0,27.7,38,7,52,Davis Island,4/26/2013,GOOD,,
0,88,78,83,0,15.5,38,3,41,Davis Island,6/14/2013,GOOD,,
0.03,90,80,85,0,16.9,38,3,43,Davis Island,7/24/2013,GOOD,,
1.05,74,57,65.5,0,26,38,9,49,Davis Island,2/12/2014,GOOD,,
0,63,44,53.5,0,15.1,38,4,37,Davis Island,2/14/2014,GOOD,,
0,72,57,64.5,0,25.9,38,2,54,Davis Island,3/10/2014,GOOD,,
0.1,91,73,82,0,16.7,38,9,37,Davis Island,6/17/2014,GOOD,,
0,92,77,84.5,1,31.4,38,6,53,Davis Island,9/2/2014,GOOD,,
0,88,73,80.5,1,22.2,38,4,35,Davis Island,9/18/2014,GOOD,,
0.02,68,51,59.5,0,26.1,38,5,75,Davis Island,1/16/2015,GOOD,,
0.16,84,71,77.5,0,12,38,3,30,Davis Island,4/7/2015,GOOD,,
,86,68,77,0,21.4,38,2,28,Davis Island,10/21/2015,GOOD,,
,88,69,78.5,0,17,38,3,47,Davis Island,10/22/2015,GOOD,,
,73,59,66,0,13.7,38,3,54,Davis Island,1/2/2016,GOOD,,
0,61,49,55,1,18.2,38,2,57,Davis Island,1/13/2016,GOOD,,
0,71,49,60,0,26.7,38,7,48,Davis Island,1/21/2016,GOOD,,
0.56,71,60,65.5,0,9.2,38,1,48,Davis Island,1/22/2016,GOOD,,
0,84,69,76.5,0,29.2,38,4,54,Davis Island,2/3/2016,GOOD,,
0,90,80,85,0,24.5,38,7,34,Davis Island,6/24/2016,GOOD,,
,93,76,84.5,0,21.1,38,3,53,Davis Island,7/13/2016,GOOD,,
1.34,92,75,83.5,0,21.2,38,1,47,Davis Island,7/26/2016,GOOD,,
0.03,90,82,86,0,14.9,38,2,51,Davis Island,7/29/2016,GOOD,,
1.26,93,74,83.5,0,29.6,38,1,73,Davis Island,7/31/2016,GOOD,,
0.01,90,79,84.5,0,14.4,38,0,31,Davis Island,8/24/2016,GOOD,,
4.04,78,75,76.5,0,11.8,38,0,30,Davis Island,8/31/2016,GOOD,,
1.23,84,77,80.5,0,12.5,38,3,33,Davis Island,9/2/2016,GOOD,,
0,90,78,84,0,19.9,38,3,43,Davis Island,9/16/2016,GOOD,,
0.09,88,76,82,0,13.8,38,52,44,Davis Island,9/29/2016,GOOD,,
0,87,69,78,0,16.2,38,5,38,Davis Island,10/12/2016,GOOD,,
0,88,70,79,0,16,38,39,46,Davis Island,10/19/2016,GOOD,,
0,77,49,63,0,15.4,38,2,41,Davis Island,11/22/2016,GOOD,,
0,84,70,77,0,17.3,38,3,46,Davis Island,12/5/2016,GOOD,,
0,84,68,76,0,16.1,38,2,51,Davis Island,1/2/2017,GOOD,,
0,78,60,69,0,26.8,38,2,31,Davis Island,2/4/2017,GOOD,,
0,77,62,69.5,0,20.1,38,3,34,Davis Island,2/14/2017,GOOD,,
0,81,63,72,0,21.2,38,2,30,Davis Island,3/10/2017,GOOD,,
0,79,54,66.5,0,35,38,5,30,Davis Island,3/21/2017,GOOD,,
0,88,79,83.5,1,26.6,38,7,54,Davis Island,6/26/2017,GOOD,,
0,93,82,87.5,1,29.5,38,2,43,Davis Island,7/27/2017,GOOD,,
0.04,71,60,65.5,1,13.8,38,,73,Davis Island,11/24/2017,GOOD,,
0,80,57,68.5,1,14.5,38,,46,Davis Island,11/27/2017,GOOD,,
0,63,48,55.5,0,16.9,38,,57,Davis Island,12/13/2017,GOOD,,
0,62,51,56.5,0,18.1,38,,44,Davis Island,3/8/2018,GOOD,,
0,77,55,66,0,14.8,38,,41,Davis Island,3/24/2018,GOOD,,
0,83,64,73.5,0,19.3,38,,29,Davis Island,3/27/2018,GOOD,,
0,88,77,82.5,0,41.1,38,,34,Davis Island,6/2/2018,GOOD,,
0.32,92,77,84.5,0,17.3,38,,48,Davis Island,9/6/2018,GOOD,,
0.87,90,77,83.5,0,16.2,38,,41,Davis Island,9/7/2018,GOOD,,
0.18,92,79,85.5,0,16,38,,36,Davis Island,9/11/2018,GOOD,,
0,84,69,76.5,0,17.6,38,,47,Davis Island,10/23/2018,GOOD,,
0.02,83,63,73,0,10.4,38,,39,Davis Island,11/4/2018,GOOD,,
0,69,50,59.5,0,13.8,38,,25,Davis Island,12/18/2018,GOOD,,
0,63,47,55,1,16.9,38,,47,Davis Island,1/26/2019,GOOD,,
0,71,62,66.5,0,19.8,38,,27,Davis Island,2/3/2019,GOOD,,
0.03,83,71,77,0,22.9,38,,30,Davis Island,2/24/2019,GOOD,,
0,79,65,72,0,17.6,38,,30,Davis Island,3/12/2019,GOOD,,
0.36,86,77,81.5,0,19.5,38,,29,Davis Island,7/7/2019,GOOD,,
0.56,93,76,84.5,1,39,38,,41,Davis Island,7/16/2019,GOOD,,
0.09,92,77,84.5,0,15,38,,32,Davis Island,8/20/2019,GOOD,,
0,92,75,83.5,0,25.5,38,,45,Davis Island,9/7/2019,GOOD,,
0.01,94,76,85,0,22.3,38,,39,Davis Island,9/30/2019,GOOD,,
0.12,77,61,69,0,13.7,38,,50,Davis Island,11/9/2019,GOOD,,
0,83,62,72.5,0,22.7,38,,48,Davis Island,11/28/2019,GOOD,,
0,79,63,71,0,28.9,38,,27,Davis Island,2/5/2020,GOOD,,
0.69,79,65,72,0,24.8,38,,41,Davis Island,2/6/2020,GOOD,,
,74,59,66.5,0,12.7,38,,52,Davis Island,3/6/2020,GOOD,,
0,76,50,63,0,11.2,38,,45,Davis Island,3/8/2020,GOOD,,
0,82,62,72,1,12.2,38,,20,Davis Island,4/4/2020,GOOD,,
0,82,58,70,0,18.1,38,,40,Davis Island,5/8/2020,GOOD,,
0,89,77,83,0,26.5,38,,38,Davis Island,6/19/2020,GOOD,,
,91,82,86.5,0,15.5,38,,26,Davis Island,7/11/2020,GOOD,,
0.12,92,78,85,0,24.4,38,,27,Davis Island,7/29/2020,GOOD,,
0.09,88,79,83.5,0,14.4,38,,53,Davis Island,9/17/2020,GOOD,,
0,93,75,84,0,13.1,38,,58,Davis Island,9/19/2020,GOOD,,
0,90,75,82.5,0,41.7,38,,58,Davis Island,9/21/2020,GOOD,,
,87,73,80,1,24.2,38,,46,Davis Island,11/1/2020,GOOD,,
0,86,74,80,0,17.6,38,,32,Davis Island,11/15/2020,GOOD,,
0,70,48,59,0,6.9,38,,47,Davis Island,1/20/2021,GOOD,,
0.08,77,53,65,0,20.6,38,,35,Davis Island,2/19/2021,GOOD,,
,90,70,80,0,,38,,36,Davis Island,5/21/2021,GOOD,,
0,90,73,81.5,0,,38,,37,Davis Island,5/28/2021,GOOD,,
0.33,94,73,83.5,0,,38,,46,Davis Island,6/8/2021,GOOD,,
0,92,80,86,0,,38,,,Davis Island,8/17/2021,GOOD,,
,93,80,86.5,0,,38,,,Davis Island,8/19/2021,GOOD,,
,91,78,84.5,1,,38,,,Davis Island,9/3/2021,GOOD,,
0,93,74,83.5,0,,38,,,Davis Island,10/1/2021,GOOD,,
0,91,72,81.5,0,,38,,,Davis Island,10/4/2021,GOOD,,
0.1,78,63,70.5,0,,38,,,Davis Island,11/13/2021,GOOD,,
,66,54,60,0,,38,,,Davis Island,12/22/2021,GOOD,,
0,77,54,65.5,0,,38,,,Davis Island,12/24/2021,GOOD,,
1.23,65,54,59.5,1,15.1,39,16,47,Davis Island,1/6/2011,GOOD,,
0,70,50,60,0,22,39,8,53,Davis Island,1/30/2011,GOOD,,
0,73,56,64.5,0,28.3,39,13,50,Davis Island,1/31/2011,GOOD,,
0.05,81,63,72,0,24.6,39,14,47,Davis Island,3/5/2011,GOOD,,
0,90,75,82.5,0,21.2,39,14,48,Davis Island,5/27/2011,GOOD,,
0,90,74,82,0,15.3,39,10,31,Davis Island,5/28/2011,GOOD,,
0.81,93,75,84,0,15.6,39,9,50,Davis Island,8/23/2011,GOOD,,
0,90,76,83,0,25.4,39,5,65,Davis Island,9/28/2011,GOOD,,
0,82,59,70.5,0,11.7,39,26,40,Davis Island,10/25/2011,GOOD,,
0,82,63,72.5,0,22.5,39,9,36,Davis Island,11/9/2011,GOOD,,
0,80,56,68,0,18.5,39,18,35,Davis Island,1/31/2012,GOOD,,
0,73,60,66.5,0,15.7,39,5,31,Davis Island,2/25/2012,GOOD,,
0,85,64,74.5,0,28.7,39,4,50,Davis Island,3/13/2012,GOOD,,
